file_name,text
870.jpg,a man in a suit and tie
871.jpg,a pig with a tattoo on it's back
872.jpg,a woman laying on a couch
873.jpg,a man with glasses and a green shirt
874.jpg,a man in a suit and tie
876.jpg,a woman in the back seat of a car
877.jpg,"a young boy with the capt that reads,'my mom is a chicken nu"
878.jpg,"a woman hugging a man with the capt that reads, ` when you're"
880.jpg,a man holding a woman
881.jpg,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge
882.jpg,two men fighting with the words'not getting rejected '
883.jpg,a bottle of spray on a white background
885.jpg,the doctor who is the doctor??????????
886.jpg,a woman in red linger
887.jpg,a woman doing yoga
888.jpg,a man sitting on top of a rock
889.jpg,a woman with a knife in her hand
890.jpg,an old man writing a letter
891.jpg,a woman wearing a headscar
892.jpg,a man with a gun in his hand
893.jpg,the avengerss and the avengerss
895.jpg,a man in a suit smoking a cigarette
896.jpg,a woman in a suit and a man in a suit and a woman in a
897.jpg,a woman with glasses on her face
898.jpg,"a duck with the capt that reads,'baby ducks are not allowed to eat"
900.jpg,a penguin on a red and blue background
901.jpg,a cartoon character with the words playing yu is just an excuse girl to have to
903.jpg,a woman with a beard and a man with a beard
905.jpg,a cat reading a book
906.jpg,a hole in the ground
907.jpg,a cartoon character with a capt that reads me and the guy is trying to go
908.jpg,a hole in the ground
910.jpg,a man with bruises on his face
911.jpg,a woman in a green ranger costume
912.jpg,a group of people with different faces
914.jpg,rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage
915.jpg,a blonde girl with blonde hair
917.jpg,a dog running in the rain
919.jpg,two men fighting in the street
921.jpg,a man with a heart shaped balloon and a woman with a heart shaped balloon
922.jpg,a girl with four different expressions
923.jpg,a man in a grey shirt and a man in a white shirt sitting down with
924.jpg,a woman with wings in the sky
925.jpg,a street sign that says i think i'm'm'm'm
926.jpg,a football player sitting on the ground
928.jpg,a man in a green shirt with a red hair and a green shirt with a
929.jpg,a crowd at a concert with the words spanish
930.jpg,a woman in a gray shirt
931.jpg,a group of police officers
932.jpg,a man in a suit and tie
934.jpg,a person in a lab
937.jpg,a woman leaning on the hood of a car
939.jpg,a dog with a capt
940.jpg,a girl with a capt that says i can't even i can't
941.jpg,a row of white doors
942.jpg,a woman hugging an old man
943.jpg,a man in a suit with a sign
944.jpg,a painting of a family with a baby
945.jpg,a sponge with the capt that reads me finds go to her partner
946.jpg,a seal with a capt that says i was not waiting for my child
947.jpg,a person in a room
949.jpg,a woman in a bikini
950.jpg,a man with a face covered in mud
951.jpg,a woman's nose before and after her nose surgery
952.jpg,a man in a suit holding a drink
953.jpg,a bunch of legos and a bunch of legos
954.jpg,a garlic on a table
955.jpg,a man with a fire in the background
956.jpg,a man in a suit and tie
957.jpg,a man and a woman in a room
958.jpg,the british and american flags
959.jpg,a woman bending on the ground
960.jpg,a woman with a rainbow colored background
962.jpg,a woman in a yellow shirt
963.jpg,a woman in a red leor leor leor leor leor leo
964.jpg,a cartoon character holding a glass
966.jpg,a cat sitting at a computer
968.jpg,a woman taking a self self self self self self self self self self self self
969.jpg,a man talking on the phone
971.jpg,an anime character with the capt that says it's not okay
972.jpg,a girl with long hair
973.jpg,a man wearing glasses and smiling
974.jpg,a man standing next to a woman
976.jpg,a car and a bottle of water
977.jpg,a woman in a white dress
978.jpg,a man with headphones and a woman with headphones
979.jpg,a man smoking on a bench
980.jpg,a man in a suit pointing his finger at the camera
981.jpg,a man in a room with flowers
982.jpg,"a man in a cowboy hat with the capt that reads, when your girlfriend sees"
983.jpg,a man fixing a sink
985.jpg,a black and white image with the words women not women
986.jpg,a man in a hat and a man in a hat and a man in a
987.jpg,a man with a knife in his hand
988.jpg,a person laying on a bed
989.jpg,a man with two different faces
990.jpg,a man in a white shirt and glasses
991.jpg,a group of people standing in an alley
992.jpg,two people sitting at a table in front of an old computer
993.jpg,a woman pointing at a dart dart in the kitchen
994.jpg,a man and woman talking to each other people
995.jpg,a baby with a mustache on it's face
996.jpg,a man holding a cell
997.jpg,yo yo yo yo yo yo yo yo yo yo yo yo yo yo yo yo
998.jpg,a woman with red hair
999.jpg,a motorcycle with a smiley face on it
1000.jpg,a man kissing a woman on the bed
1001.jpg,a phone with the text push push push push push push push push push push push
1002.jpg,two women sitting in a kitchen
1003.jpg,a bear sitting at a desk
1005.jpg,"a man and a woman with the capt that reads, is for a lot?"
1006.jpg,a person sitting in a chair with a computer
1010.jpg,a cartoon character with a capt
1011.jpg,a man sleeping in the back seat of a car
1012.jpg,a dog with a capt
1013.jpg,a river with the sun setting in the background
1014.jpg,a woman sitting on a couch
1015.jpg,a soccer player kicking a ball
1016.jpg,a little girl and a cat
1017.jpg,a man in a suit speaking into a microphone
1018.jpg,a man in an orange jacket
1019.jpg,a bear that says i'm actually enjoying staying at home for the year
1020.jpg,a penguin with a capt
1021.jpg,a woman in armor holding a sword
1022.jpg,a woman and a man sitting at a table
1023.jpg,a bear that says i'm scr
1025.jpg,a group of people in the middle earth
1026.jpg,a cat holding a baseball bat
1027.jpg,a girl with a capt that reads apparently sandwich sandwich sandwich sandwich sandwich sandwich sandwich sandwich
1029.jpg,"a person with a capt that reads, i amegasing for you not support"
1030.jpg,a young man with a white shirt and red and white shirt
1031.jpg,a woman with blonde hair
1032.jpg,a man and woman talking to each other people
1033.jpg,a tiger laying on top of a rock
1035.jpg,a man with a bird on his shoulder
1036.jpg,a woman standing in front of a refrigerator
1037.jpg,a man in a suit standing next to a car
1038.jpg,a girl with long brown hair and a picture of a girl with long brown hair
1039.jpg,a man with a knife in his hand
1040.jpg,a woman with a smile on her face
1041.jpg,a brick with the words challenge challenge challenge challenge challenge challenge challenge challenge challenge challenge challenge
1042.jpg,a boy with headphones on
1044.jpg,a man and woman on top of a cake
1045.jpg,two men holding guns
1046.jpg,a woman in the snow
1047.jpg,a man in a suit and tie
1048.jpg,a penguin on a red and blue background
1049.jpg,a man in a suit and tie
1051.jpg,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge
1052.jpg,a woman with long blonde hair
1053.jpg,a woman in a white dress and a man in a white shirt
1054.jpg,an old man with a quote on it
1055.jpg,two pup playing with each other pup
1056.jpg,a woman and a cat eating food
1057.jpg,a group of people in a room
1058.jpg,a woman holding a sword
1059.jpg,two men wearing yellow raincoats
1060.jpg,a man with long hair and beards in armor
1061.jpg,a girl with long brown hair and blue eyes
1062.jpg,a woman in a bikini
1063.jpg,a man in a suit eating food
1064.jpg,a woman in a bikini on the beach
1065.jpg,a woman with purple hair and a man in a suit
1066.jpg,a man in a red shirt pointing at the camera
1067.jpg,a man and woman sleeping in bed
1068.jpg,a woman sitting at a table
1069.jpg,a woman with a green face
1070.jpg,some food being cooked in a pan
1071.jpg,a person in a room with a teddy bear
1072.jpg,a penguin with the capt that says my girlfriend is better vacation than than than than
1074.jpg,"a man in a white shirt with the capt that reads, the bacteria on my"
1075.jpg,a man with his arms crossed
1076.jpg,a woman in a tent
1077.jpg,a man with no shirt and no shirt
1078.jpg,a man holding a microphone
1079.jpg,a woman sitting at a table
1080.jpg,the front of a store with a car parked in front of it
1082.jpg,a man in a suit talking to another man in a suit
1084.jpg,a woman in white pants and a sweater
1085.jpg,a man laying in a hospital bed
1086.jpg,"a man and a woman in a car with the capt that reads, that '"
1087.jpg,a cat with a capt
1088.jpg,an old man with a beard and a white hat
1089.jpg,a person dressed as the joker
1090.jpg,a lion and a man with a bow
1091.jpg,a bowl with a star wars helmet on it
1092.jpg,a person holding a pocket
1094.jpg,a man in a top hat
1095.jpg,"a man in a suit with the capt that reads, when you're,"
1096.jpg,the logo for fats and monss
1097.jpg,a woman covering her face with a towel
1100.jpg,a person in a space suit holding a sign
1101.jpg,a man sitting in a chair with a cup
1102.jpg,a chicken in a slow cooke
1103.jpg,a person holding a sword
1105.jpg,a girl with a gun in her hand
1106.jpg,a woman wearing a rainbow colored skirt
1108.jpg,a police officer and a woman in a car
1109.jpg,a woman in linger linger
1110.jpg,a group of people standing in front of a fire
1111.jpg,a woman with her hand up in the air
1112.jpg,a woman with her back to the camera
1113.jpg,a woman with her mouth open
1114.jpg,a girl with makeup on her face
1115.jpg,a man in a green sweater
1116.jpg,a woman with long blonde hair
1117.jpg,a cartoon character holding a book
1118.jpg,a cat with its mouth open
1120.jpg,a woman in a costume
1121.jpg,a man with a rope around his neck
1122.jpg,a man laughing and the words ` ` ` ` ` ` ` ` ` `
1123.jpg,a man doing yoga
1124.jpg,a duck in the water
1126.jpg,a baby yo yo yo yo yo yo yo yo yo yo yo yo yo yo
1128.jpg,a man with a hat on
1129.jpg,a woman with glasses and the words don't'en't'en
1130.jpg,a man in a red suit standing on a stage
1131.jpg,a man in a suit talking to another man in a suit
1132.jpg,a man in a suit and tie
1133.jpg,a man with a beard holding a paint roller
1134.jpg,a woman laying on the ground
1135.jpg,a man in a suit and tie
1138.jpg,a bathtub with a red liquid
1139.jpg,pope kissing a woman in front of a crowd
1140.jpg,a man in the snow
1141.jpg,a man and woman in military uniforms
1143.jpg,"a man in the middle of a group of people, with the words women deserve"
1144.jpg,two women talking to each other women
1145.jpg,a group of people in a room
1146.jpg,a man with sunglasses on
1147.jpg,a man talking on the phone
1148.jpg,a man holding two guns
1149.jpg,a comic strip strip strip strip strip strip strip strip strip strip strip strip strip strip
1152.jpg,a man in a spider suit
1153.jpg,a man with tattoos and a keyboard
1156.jpg,a bunch of pictures of people
1157.jpg,a man and a woman hugging
1159.jpg,a woman holding a sign
1160.jpg,an older woman and an older man
1161.jpg,a woman in a superhero costume
1163.jpg,a dog with its mouth open and a fake dog with its mouth open
1165.jpg,a man in a chair with a mask on
1167.jpg,a woman with her mouth open
1170.jpg,"a fire with the capt that reads,'red - headed feminists '"
1171.jpg,a man and a dog in an office
1172.jpg,a woman in bed with her mouth open
1173.jpg,two cats sitting next to each other cats
1174.jpg,a woman jumping in an office
1175.jpg,a stuffed animal sitting on top of a table
1178.jpg,a woman in a racing uniform
1179.jpg,a group of people in a spaceship
1180.jpg,a girl in a yellow dress
1181.jpg,a man in a red shirt with the capt that says i wanted to pay games
1182.jpg,a cat playing with a toy
1183.jpg,a woman with her mouth open and the capt reads when she's in the
1185.jpg,a woman in a bikini on the beach
1187.jpg,a man eating a watermel
1188.jpg,a woman with blonde hair and a man with blonde hair
1189.jpg,a man and woman on the beach
1190.jpg,a woman in a laundry basket
1191.jpg,spider and his friend in the spiderverse
1192.jpg,a chef in the kitchen
1194.jpg,a woman with her mouth open
1195.jpg,a woman and a man in front of a computer
1196.jpg,a woman in a hat and a man in a red jacket
